qber,keylen,bias,entropy,loss,label
0.08,25,0.04,0.9988455359952018,0.47452112194285545,blinding
0.0,12,0.3333333333333333,0.9182958340544896,0.877102978255534,blinding
0.05,40,0.4,0.8812908992306927,0.3727806992397281,blinding
0.08823529411764706,34,0.17647058823529413,0.9774178175281716,0.33657937218623024,blinding
0.14285714285714285,7,0.14285714285714285,0.9852281360342515,0.8787028722616929,blinding
0.04,25,0.36,0.9043814577244937,0.676569378073703,blinding
0.15384615384615385,13,0.07692307692307693,0.9957274520849255,0.798197025527656,blinding
0.0,22,0.2727272727272727,0.9456603046006401,0.5129079739360936,blinding
0.10526315789473684,19,0.3684210526315789,0.8997437586982626,0.4602242726208221,blinding
0.0784313725490196,51,0.09803921568627451,0.9930554830121971,0.2748678870795529,blinding
0.13793103448275862,29,0.1724137931034483,0.9784493292686189,0.45289064433349857,blinding
0.0,6,0.3333333333333333,0.9182958340544896,0.8639709766138639,blinding
0.25,12,0.6666666666666666,0.6500224216483541,0.8153568845495535,blinding
0.06666666666666667,15,0.3333333333333333,0.9182958340544896,0.7357577203667873,blinding
0.08333333333333333,12,0.16666666666666666,0.9798687566511528,0.6694374429016121,blinding
0.03571428571428571,28,0.07142857142857142,0.996316519558962,0.5530538159002287,blinding
0.11627906976744186,43,0.11627906976744186,0.9902246902198684,0.41134242765765194,blinding
0.0,10,0.8,0.4689955935892812,0.8174822786264899,blinding
0.15789473684210525,19,0.3684210526315789,0.8997437586982626,0.6447442544653799,blinding
0.47368421052631576,19,0.5789473684210527,0.7424875695421236,0.8585438113608499,rng
0.5,54,0.4444444444444444,0.8524051786494786,0.4142970434840294,rng
0.2962962962962963,27,0.6296296296296297,0.691289869405789,0.7331421022817808,rng
0.375,16,0.375,0.8960382325345574,0.8132650469599046,rng
0.4,15,0.7333333333333333,0.5665095065529052,0.8747673313939728,rng
0.42857142857142855,21,0.3333333333333333,0.9182958340544896,0.7866331326340326,rng
0.5692307692307692,65,0.5692307692307692,0.7516499461153355,0.3373512133490769,rng
0.42105263157894735,57,0.2982456140350877,0.9348490242345944,0.45585752471576,rng
0.5172413793103449,29,0.5172413793103449,0.7973265101474423,0.6875444362609449,rng
0.6470588235294118,17,0.29411764705882354,0.9366673818775626,0.8617553311473123,rng
0.3333333333333333,21,0.3333333333333333,0.9182958340544896,0.8221674251241196,rng
0.43333333333333335,60,0.5333333333333333,0.7837769474847008,0.4169734589933428,rng
0.5294117647058824,34,0.4117647058823529,0.8739810481273578,0.7053370917065338,rng
0.4864864864864865,37,0.4594594594594595,0.8418521897563207,0.6506210208789582,rng
0.6666666666666666,15,0.2,0.9709505944546686,0.7985733540390911,rng
0.6470588235294118,17,0.6470588235294118,0.672294817075638,0.8612387471597187,rng
0.28,25,0.28,0.9426831892554922,0.8114585612361586,rng
0.3125,16,0.25,0.954434002924965,0.8275986827432433,rng
0.4523809523809524,42,0.6190476190476191,0.7024665512903903,0.6048623872656802,rng
0.48936170212765956,47,0.3191489361702128,0.9252253278054431,0.6399231639031309,rng
0.6060606060606061,33,0.6363636363636364,0.6840384356390417,0.7836199797564991,rng
0.5081967213114754,61,0.4098360655737705,0.875195788740725,0.34209302621570137,rng
0.46875,32,0.5,0.8112781244591328,0.7554580046715953,rng
0.5306122448979592,49,0.42857142857142855,0.863120568566631,0.5478967281237233,rng
0.65,20,0.9,0.2863969571159563,0.8009919011117077,rng
0.30158730158730157,63,0.23809523809523808,0.9587118829771318,0.3743315919500725,wavelength
0.2222222222222222,27,0.18518518518518517,0.9751190649408661,0.7967454382772208,wavelength
0.17391304347826086,23,0.30434782608695654,0.9321115676166747,0.731157650133523,wavelength
0.11764705882352941,17,0.058823529411764705,0.9975025463691153,0.8783740197873875,wavelength
0.23076923076923078,39,0.38461538461538464,0.8904916402194913,0.5751975638349015,wavelength
0.25925925925925924,27,0.4074074074074074,0.876716288999464,0.7747520728401542,wavelength
0.29310344827586204,58,0.27586206896551724,0.944387195013346,0.3780591949767016,wavelength
0.2826086956521739,46,0.43478260869565216,0.8589810370425963,0.5981444172417585,wavelength
0.2702702702702703,37,0.13513513513513514,0.9867867202680318,0.608654693886131,wavelength
0.15625,32,0.125,0.9886994082884974,0.675326850644288,wavelength
0.18181818181818182,11,0.45454545454545453,0.8453509366224364,0.8864916408542183,wavelength
0.21621621621621623,37,0.40540540540540543,0.8779620013943912,0.6625530157454893,wavelength
0.17857142857142858,28,0.2857142857142857,0.9402859586706311,0.7610986592556908,wavelength
0.17857142857142858,56,0.14285714285714285,0.9852281360342515,0.39061280736224024,wavelength
0.2,55,0.34545454545454546,0.9121156307204276,0.37752833468039304,wavelength
0.2608695652173913,23,0.13043478260869565,0.9876925088958033,0.7382157945822532,wavelength
0.17142857142857143,35,0.3142857142857143,0.9275265884316759,0.6189602004513648,wavelength
0.30434782608695654,23,0.4782608695652174,0.828055725379504,0.8327081017557805,wavelength
0.25,24,0.4166666666666667,0.8708644692353646,0.8367303506711062,wavelength
0.2857142857142857,35,0.2,0.9709505944546686,0.6210236527233512,wavelength
0.18181818181818182,22,0.2727272727272727,0.9456603046006401,0.7822602338685448,wavelength
0.2112676056338028,71,0.07042253521126761,0.9964196342978481,0.37416846096568535,wavelength
0.1,10,0.4,0.8812908992306927,0.887340692973777,wavelength
0.1702127659574468,47,0.2765957446808511,0.9440870182837794,0.5776027818078352,wavelength
0.22413793103448276,58,0.20689655172413793,0.9688977092243805,0.3943999888823785,wavelength
0.5454545454545454,11,0.8181818181818182,0.4394969869215134,0.7105111559072093,combined
0.5,20,0.1,0.9927744539878083,0.5683305536935082,combined
0.6,10,0.6,0.7219280948873623,0.8060915981401354,combined
0.5238095238095238,21,0.23809523809523808,0.9587118829771318,0.5493088218020944,combined
0.0,3,0.3333333333333333,0.9182958340544896,0.8749059856752172,combined
0.45454545454545453,11,0.2727272727272727,0.9456603046006401,0.6586325816988132,combined
0.75,4,0.5,0.8112781244591328,0.8302315916274798,combined
0.5,4,1.0,0.0,0.8733207705194748,combined
0.3333333333333333,18,0.2222222222222222,0.964078764808229,0.6039532276444148,combined
0.3333333333333333,9,0.3333333333333333,0.9182958340544896,0.8907840985520782,combined
0.4444444444444444,9,0.7777777777777778,0.5032583347756459,0.7931702933004678,combined
0.38461538461538464,13,0.38461538461538464,0.8904916402194913,0.6424680203548964,combined
0.5416666666666666,24,0.5,0.8112781244591328,0.49351568168953186,combined
0.4857142857142857,35,0.37142857142857144,0.898058793450166,0.3727752557042793,combined
0.0,5,0.2,0.9709505944546686,0.7570948948715501,combined
0.68,25,0.52,0.7950402793845223,0.2937478465503687,combined
0.7317073170731707,41,0.07317073170731707,0.9961344835095798,0.32977891245609403,combined
0.6666666666666666,9,0.5555555555555556,0.7642045065086203,0.7519321596922661,combined
0.3333333333333333,18,0.3333333333333333,0.9182958340544896,0.6015382329252579,combined
0.6,5,1.0,0.0,0.892393653054715,combined
0.25,4,0.5,0.8112781244591328,0.88734098131445,combined
0.42857142857142855,7,0.42857142857142855,0.863120568566631,0.8822961418585495,combined
0.5454545454545454,11,0.09090909090909091,0.9940302114769565,0.6555394361370253,combined
0.25,4,1.0,0.0,0.8526953959660217,combined
0.5,26,0.46153846153846156,0.8403586716091171,0.5035947194149102,combined
